"gameorder","game_id","lg_id","X_iscopy","year_id","date_game","seasongame","is_playoffs","team_id","fran_id","pts","elo_i","elo_n","win_equiv","opp_id","opp_fran","opp_pts","opp_elo_i","opp_elo_n","game_location","game_result","forecast","notes"
62291,"201412270CHO","NBA",1,2015,"12/27/2014",33,0,"ORL","Magic",102,1352.1937,1368.0104,27.234104,"CHO","Hornets",94,1436.3475,1420.5309,"A","W",0.25729519,"NULL"
62292,"201412270GSW","NBA",1,2015,"12/27/2014",29,0,"MIN","Timberwolves",97,1355.2717,1353.8414,25.931812,"GSW","Warriors",110,1683.4629,1684.8932,"A","L",0.078358173,"NULL"
62292,"201412270GSW","NBA",0,2015,"12/27/2014",29,0,"GSW","Warriors",110,1683.4629,1684.8932,58.680977,"MIN","Timberwolves",97,1355.2717,1353.8414,"H","W",0.92164183,"NULL"
62293,"201412270LAC","NBA",1,2015,"12/27/2014",30,0,"TOR","Raptors",110,1605.8116,1624.2919,53.182713,"LAC","Clippers",98,1653.3157,1634.8354,"A","W",0.2996214,"NULL"
62293,"201412270LAC","NBA",0,2015,"12/27/2014",31,0,"LAC","Clippers",98,1653.3157,1634.8354,54.182777,"TOR","Raptors",110,1605.8116,1624.2919,"H","L",0.7003786,"NULL"
62294,"201412270MIA","NBA",0,2015,"12/27/2014",31,0,"MIA","Heat",95,1461.9646,1454.7037,35.80064,"MEM","Grizzlies",103,1619.3186,1626.5795,"H","L",0.41820261,"NULL"
62294,"201412270MIA","NBA",1,2015,"12/27/2014",30,0,"MEM","Grizzlies",103,1619.3186,1626.5795,53.4011,"MIA","Heat",95,1461.9646,1454.7037,"A","W",0.58179736,"NULL"
62295,"201412270MIL","NBA",0,2015,"12/27/2014",31,0,"MIL","Bucks",85,1471.0009,1464.1161,36.774864,"ATL","Hawks",90,1576.9244,1583.8092,"H","L",0.49147609,"NULL"
62295,"201412270MIL","NBA",1,2015,"12/27/2014",30,0,"ATL","Hawks",90,1576.9244,1583.8092,49.202927,"MIL","Bucks",85,1471.0009,1464.1161,"A","W",0.50852394,"NULL"
62296,"201412270SAC","NBA",0,2015,"12/27/2014",30,0,"SAC","Kings",135,1426.188,1430.2668,33.301609,"NYK","Knicks",129,1375.3162,1371.2373,"H","W",0.704431,"NULL"
62296,"201412270SAC","NBA",1,2015,"12/27/2014",32,0,"NYK","Knicks",129,1375.3162,1371.2373,27.535265,"SAC","Kings",135,1426.188,1430.2668,"A","L",0.295569,"NULL"
62297,"201412270UTA","NBA",1,2015,"12/27/2014",29,0,"PHI","Sixers",71,1266.167,1261.1195,18.324759,"UTA","Jazz",88,1401.8406,1406.8881,"A","L",0.20478594,"NULL"
62297,"201412270UTA","NBA",0,2015,"12/27/2014",30,0,"UTA","Jazz",88,1401.8406,1406.8881,30.964769,"PHI","Sixers",71,1266.167,1261.1195,"H","W",0.79521406,"NULL"
62298,"201412270WAS","NBA",0,2015,"12/27/2014",29,0,"WAS","Wizards",101,1563.6794,1567.2556,47.522804,"BOS","Celtics",88,1396.8127,1393.2366,"H","W",0.82291281,"NULL"
62298,"201412270WAS","NBA",1,2015,"12/27/2014",28,0,"BOS","Celtics",88,1396.8127,1393.2366,29.630526,"WAS","Wizards",101,1563.6794,1567.2556,"A","L",0.17708719,"NULL"
62299,"201412280CLE","NBA",1,2015,"12/28/2014",30,0,"DET","Pistons",103,1318.4456,1360.4364,26.533834,"CLE","Cavaliers",80,1539.2769,1497.286,"A","W",0.13624275,"NULL"
62299,"201412280CLE","NBA",0,2015,"12/28/2014",30,0,"CLE","Cavaliers",80,1539.2769,1497.286,40.239273,"DET","Pistons",103,1318.4456,1360.4364,"H","L",0.86375725,"NULL"
62300,"201412280DAL","NBA",0,2015,"12/28/2014",32,0,"DAL","Mavericks",112,1609.1863,1613.3451,52.127319,"OKC","Thunder",107,1582.5482,1578.3894,"H","W",0.67458302,"NULL"
62300,"201412280DAL","NBA",1,2015,"12/28/2014",32,0,"OKC","Thunder",107,1582.5482,1578.3894,48.655689,"DAL","Mavericks",112,1609.1863,1613.3451,"A","L",0.32541698,"NULL"
62301,"201412280DEN","NBA",1,2015,"12/28/2014",31,0,"TOR","Raptors",116,1624.2919,1634.7308,54.172939,"DEN","Nuggets",102,1470.5466,1460.1077,"A","W",0.57673454,"NULL"
62301,"201412280DEN","NBA",0,2015,"12/28/2014",31,0,"DEN","Nuggets",102,1470.5466,1460.1077,36.359318,"TOR","Raptors",116,1624.2919,1634.7308,"H","L",0.42326549,"NULL"
62302,"201412280LAL","NBA",1,2015,"12/28/2014",32,0,"PHO","Suns",116,1567.1056,1574.8698,48.298775,"LAL","Lakers",107,1409.125,1401.3608,"A","W",0.58267474,"NULL"
62302,"201412280LAL","NBA",0,2015,"12/28/2014",31,0,"LAL","Lakers",107,1409.125,1401.3608,30.421638,"PHO","Suns",116,1567.1056,1574.8698,"H","L",0.41732529,"NULL"
62303,"201412280POR","NBA",1,2015,"12/28/2014",33,0,"NYK","Knicks",79,1371.2373,1368.678,27.296274,"POR","Trailblazers",101,1661.0515,1663.6108,"A","L",0.095872521,"NULL"
62303,"201412280POR","NBA",0,2015,"12/28/2014",32,0,"POR","Trailblazers",101,1661.0515,1663.6108,56.821903,"NYK","Knicks",79,1371.2373,1368.678,"H","W",0.90412748,"NULL"
62304,"201412280SAS","NBA",1,2015,"12/28/2014",29,0,"HOU","Rockets",106,1629.7411,1625.7823,53.325089,"SAS","Spurs",110,1643.7811,1647.7399,"A","L",0.34153366,"NULL"
62304,"201412280SAS","NBA",0,2015,"12/28/2014",32,0,"SAS","Spurs",110,1643.7811,1647.7399,55.383274,"HOU","Rockets",106,1629.7411,1625.7823,"H","W",0.65846634,"NULL"
62305,"201412290BRK","NBA",0,2015,"12/29/2014",30,0,"BRK","Nets",107,1444.6836,1450.3572,35.352688,"SAC","Kings",99,1430.2668,1424.5933,"H","W",0.65895385,"NULL"
62305,"201412290BRK","NBA",1,2015,"12/29/2014",31,0,"SAC","Kings",99,1430.2668,1424.5933,32.729057,"BRK","Nets",107,1444.6836,1450.3572,"A","L",0.34104615,"NULL"
62306,"201412290CHO","NBA",1,2015,"12/29/2014",32,0,"MIL","Bucks",104,1464.1161,1476.7334,38.088219,"CHO","Hornets",94,1420.5309,1407.9136,"A","W",0.41951865,"NULL"
62306,"201412290CHO","NBA",0,2015,"12/29/2014",32,0,"CHO","Hornets",94,1420.5309,1407.9136,31.065962,"MIL","Bucks",104,1464.1161,1476.7334,"H","L",0.58048135,"NULL"
62307,"201412290HOU","NBA",0,2015,"12/29/2014",30,0,"HOU","Rockets",103,1625.7823,1619.1766,52.691639,"WAS","Wizards",104,1567.2556,1573.8613,"H","L",0.71352237,"NULL"
62307,"201412290HOU","NBA",1,2015,"12/29/2014",30,0,"WAS","Wizards",104,1567.2556,1573.8613,48.196301,"HOU","Rockets",103,1625.7823,1619.1766,"A","W",0.28647763,"NULL"
62308,"201412290IND","NBA",1,2015,"12/29/2014",31,0,"CHI","Bulls",92,1632.1536,1636.0938,54.300999,"IND","Pacers",90,1479.5573,1475.6171,"A","W",0.57511926,"NULL"
62308,"201412290IND","NBA",0,2015,"12/29/2014",32,0,"IND","Pacers",90,1479.5573,1475.6171,37.971737,"CHI","Bulls",92,1632.1536,1636.0938,"H","L",0.42488077,"NULL"
62309,"201412290LAC","NBA",0,2015,"12/29/2014",32,0,"LAC","Clippers",101,1634.8354,1636.153,54.306557,"UTA","Jazz",97,1406.8881,1405.5706,"H","W",0.86850643,"NULL"
62309,"201412290LAC","NBA",1,2015,"12/29/2014",31,0,"UTA","Jazz",97,1406.8881,1405.5706,30.834957,"LAC","Clippers",101,1634.8354,1636.153,"A","L",0.13149357,"NULL"
62310,"201412290MIA","NBA",1,2015,"12/29/2014",34,0,"ORL","Magic",102,1368.0104,1375.0948,27.897425,"MIA","Heat",101,1454.7037,1447.6193,"A","W",0.25451154,"NULL"
62310,"201412290MIA","NBA",0,2015,"12/29/2014",32,0,"MIA","Heat",101,1454.7037,1447.6193,35.071217,"ORL","Magic",102,1368.0104,1375.0948,"H","L",0.74548846,"NULL"
62311,"201412300ATL","NBA",1,2015,"12/30/2014",31,0,"CLE","Cavaliers",101,1497.286,1493.2616,39.817371,"ATL","Hawks",109,1583.8092,1587.8336,"A","L",0.25469744,"NULL"
62311,"201412300ATL","NBA",0,2015,"12/30/2014",31,0,"ATL","Hawks",109,1583.8092,1587.8336,49.607327,"CLE","Cavaliers",101,1497.286,1493.2616,"H","W",0.74530256,"NULL"
62312,"201412300CHI","NBA",1,2015,"12/30/2014",31,0,"BRK","Nets",96,1450.3572,1478.3074,38.252537,"CHI","Bulls",82,1636.0938,1608.1436,"A","W",0.16180867,"NULL"
62312,"201412300CHI","NBA",0,2015,"12/30/2014",32,0,"CHI","Bulls",82,1636.0938,1608.1436,51.620087,"BRK","Nets",96,1450.3572,1478.3074,"H","L",0.83819133,"NULL"
62313,"201412300DAL","NBA",1,2015,"12/30/2014",31,0,"WAS","Wizards",87,1573.8613,1562.5831,47.044197,"DAL","Mavericks",114,1613.3451,1624.6233,"A","L",0.30939847,"NULL"
62313,"201412300DAL","NBA",0,2015,"12/30/2014",33,0,"DAL","Mavericks",114,1613.3451,1624.6233,53.214397,"WAS","Wizards",87,1573.8613,1562.5831,"H","W",0.69060153,"NULL"
62314,"201412300DEN","NBA",0,2015,"12/30/2014",32,0,"DEN","Nuggets",103,1460.1077,1445.2609,34.82922,"LAL","Lakers",111,1401.3608,1416.2076,"H","L",0.71378124,"NULL"
62314,"201412300DEN","NBA",1,2015,"12/30/2014",32,0,"LAL","Lakers",111,1401.3608,1416.2076,31.889006,"DEN","Nuggets",103,1460.1077,1445.2609,"A","W",0.28621876,"NULL"
62315,"201412300GSW","NBA",0,2015,"12/30/2014",30,0,"GSW","Warriors",126,1684.8932,1686.6736,58.832703,"PHI","Sixers",86,1261.1195,1259.3391,"H","W",0.95325094,"NULL"
62315,"201412300GSW","NBA",1,2015,"12/30/2014",30,0,"PHI","Sixers",86,1261.1195,1259.3391,18.195452,"GSW","Warriors",126,1684.8932,1686.6736,"A","L",0.046749055,"NULL"
62316,"201412300MEM","NBA",1,2015,"12/30/2014",33,0,"SAS","Spurs",87,1647.7399,1641.1046,54.769325,"MEM","Grizzlies",95,1626.5795,1633.2147,"A","L",0.38844883,"NULL"
62316,"201412300MEM","NBA",0,2015,"12/30/2014",31,0,"MEM","Grizzlies",95,1626.5795,1633.2147,54.030144,"SAS","Spurs",87,1647.7399,1641.1046,"H","W",0.61155117,"NULL"
62317,"201412300NOP","NBA",1,2015,"12/30/2014",33,0,"PHO","Suns",106,1574.8698,1569.192,47.720627,"NOP","Pelicans",110,1503.3523,1509.03,"A","L",0.45910192,"NULL"
62317,"201412300NOP","NBA",0,2015,"12/30/2014",31,0,"NOP","Pelicans",110,1503.3523,1509.03,41.471062,"PHO","Suns",106,1574.8698,1569.192,"H","W",0.54089808,"NULL"
62318,"201412300ORL","NBA",0,2015,"12/30/2014",35,0,"ORL","Magic",86,1375.0948,1348.8652,25.482462,"DET","Pistons",109,1360.4364,1386.666,"H","L",0.65926647,"NULL"
62318,"201412300ORL","NBA",1,2015,"12/30/2014",31,0,"DET","Pistons",109,1360.4364,1386.666,28.997314,"ORL","Magic",86,1375.0948,1348.8652,"A","W",0.34073353,"NULL"
62319,"201412300POR","NBA",0,2015,"12/30/2014",33,0,"POR","Trailblazers",102,1663.6108,1667.7268,57.187851,"TOR","Raptors",97,1634.7308,1630.6149,"H","W",0.67740965,"NULL"
62319,"201412300POR","NBA",1,2015,"12/30/2014",32,0,"TOR","Raptors",97,1634.7308,1630.6149,53.784462,"POR","Trailblazers",102,1663.6108,1667.7268,"A","L",0.32259035,"NULL"
62320,"201412300UTA","NBA",1,2015,"12/30/2014",30,0,"MIN","Timberwolves",94,1353.8414,1349.7793,25.564682,"UTA","Jazz",100,1405.5706,1409.6327,"A","L",0.29454255,"NULL"
62320,"201412300UTA","NBA",0,2015,"12/30/2014",32,0,"UTA","Jazz",100,1405.5706,1409.6327,31.235884,"MIN","Timberwolves",94,1353.8414,1349.7793,"H","W",0.70545745,"NULL"
62321,"201412310BOS","NBA",1,2015,"12/31/2014",32,0,"SAC","Kings",84,1424.5933,1411.2319,31.394276,"BOS","Celtics",106,1393.2366,1406.5979,"A","L",0.40247995,"NULL"
62321,"201412310BOS","NBA",0,2015,"12/31/2014",29,0,"BOS","Celtics",106,1393.2366,1406.5979,30.936161,"SAC","Kings",84,1424.5933,1411.2319,"H","W",0.59752005,"NULL"
62322,"201412310CLE","NBA",1,2015,"12/31/2014",33,0,"MIL","Bucks",96,1476.7334,1497.2506,40.235561,"CLE","Cavaliers",80,1493.2616,1472.7444,"A","W",0.3383199,"NULL"
62322,"201412310CLE","NBA",0,2015,"12/31/2014",32,0,"CLE","Cavaliers",80,1493.2616,1472.7444,37.672218,"MIL","Bucks",96,1476.7334,1497.2506,"H","L",0.6616801,"NULL"
62323,"201412310HOU","NBA",1,2015,"12/31/2014",33,0,"CHO","Hornets",83,1407.9136,1404.2975,30.709726,"HOU","Rockets",102,1619.1766,1622.7927,"A","L",0.14285535,"NULL"
62323,"201412310HOU","NBA",0,2015,"12/31/2014",31,0,"HOU","Rockets",102,1619.1766,1622.7927,53.039177,"CHO","Hornets",83,1407.9136,1404.2975,"H","W",0.85714465,"NULL"
62324,"201412310IND","NBA",0,2015,"12/31/2014",33,0,"IND","Pacers",106,1475.6171,1482.0836,38.647114,"MIA","Heat",95,1447.6193,1441.1527,"H","W",0.67629892,"NULL"
62324,"201412310IND","NBA",1,2015,"12/31/2014",33,0,"MIA","Heat",95,1447.6193,1441.1527,34.408733,"IND","Pacers",106,1475.6171,1482.0836,"A","L",0.32370108,"NULL"
62325,"201412310LAC","NBA",0,2015,"12/31/2014",33,0,"LAC","Clippers",99,1636.153,1638.9718,54.570473,"NYK","Knicks",78,1368.678,1365.8591,"H","W",0.89238679,"NULL"
62325,"201412310LAC","NBA",1,2015,"12/31/2014",34,0,"NYK","Knicks",78,1368.678,1365.8591,27.034258,"LAC","Clippers",99,1636.153,1638.9718,"A","L",0.10761321,"NULL"
62326,"201412310OKC","NBA",1,2015,"12/31/2014",34,0,"PHO","Suns",134,1569.192,1565.6154,47.354992,"OKC","Thunder",137,1578.3894,1581.9661,"A","L",0.34783018,"NULL"
62326,"201412310OKC","NBA",0,2015,"12/31/2014",33,0,"OKC","Thunder",137,1578.3894,1581.9661,49.017155,"PHO","Suns",134,1569.192,1565.6154,"H","W",0.65216982,"NULL"
62327,"201412310SAS","NBA",1,2015,"12/31/2014",32,0,"NOP","Pelicans",93,1509.03,1507.3333,41.293095,"SAS","Spurs",95,1641.1046,1642.8014,"A","L",0.20818037,"NULL"
62327,"201412310SAS","NBA",0,2015,"12/31/2014",34,0,"SAS","Spurs",95,1641.1046,1642.8014,54.927006,"NOP","Pelicans",93,1509.03,1507.3333,"H","W",0.79181963,"NULL"
62328,"201501010CHI","NBA",0,2015,"1/1/2015",33,0,"CHI","Bulls",106,1608.1436,1610.2421,51.825153,"DEN","Nuggets",101,1445.2609,1443.1624,"H","W",0.81954598,"NULL"
62328,"201501010CHI","NBA",1,2015,"1/1/2015",33,0,"DEN","Nuggets",101,1445.2609,1443.1624,34.614258,"CHI","Bulls",106,1608.1436,1610.2421,"A","L",0.18045402,"NULL"
62329,"201501010MIN","NBA",1,2015,"1/1/2015",33,0,"SAC","Kings",110,1411.2319,1417.6378,32.031731,"MIN","Timberwolves",107,1349.7793,1343.3734,"A","W",0.4447524,"NULL"
62329,"201501010MIN","NBA",0,2015,"1/1/2015",31,0,"MIN","Timberwolves",107,1349.7793,1343.3734,24.991556,"SAC","Kings",110,1411.2319,1417.6378,"H","L",0.5552476,"NULL"
62330,"201501020BOS","NBA",0,2015,"1/2/2015",30,0,"BOS","Celtics",101,1406.5979,1397.2351,30.018789,"DAL","Mavericks",119,1624.6233,1633.9861,"H","L",0.33639327,"NULL"
62330,"201501020BOS","NBA",1,2015,"1/2/2015",34,0,"DAL","Mavericks",119,1624.6233,1633.9861,54.10284,"BOS","Celtics",101,1406.5979,1397.2351,"A","W",0.66360676,"NULL"
62331,"201501020CHO","NBA",1,2015,"1/2/2015",33,0,"CLE","Cavaliers",91,1472.7444,1479.8202,38.410553,"CHO","Hornets",87,1404.2975,1397.2217,"A","W",0.45471585,"NULL"
62331,"201501020CHO","NBA",0,2015,"1/2/2015",34,0,"CHO","Hornets",87,1404.2975,1397.2217,30.017481,"CLE","Cavaliers",91,1472.7444,1479.8202,"H","L",0.54528415,"NULL"
62332,"201501020GSW","NBA",1,2015,"1/2/2015",33,0,"TOR","Raptors",105,1630.6149,1621.8947,52.953041,"GSW","Warriors",126,1686.6736,1695.3938,"A","L",0.2893905,"NULL"
62332,"201501020GSW","NBA",0,2015,"1/2/2015",31,0,"GSW","Warriors",126,1686.6736,1695.3938,59.567123,"TOR","Raptors",105,1630.6149,1621.8947,"H","W",0.7106095,"NULL"
62333,"201501020LAL","NBA",0,2015,"1/2/2015",33,0,"LAL","Lakers",106,1416.2076,1412.7549,31.545395,"MEM","Grizzlies",109,1633.2147,1636.6675,"H","L",0.33770308,"NULL"
62333,"201501020LAL","NBA",1,2015,"1/2/2015",32,0,"MEM","Grizzlies",109,1633.2147,1636.6675,54.354824,"LAL","Lakers",106,1416.2076,1412.7549,"A","W",0.66229689,"NULL"
62334,"201501020MIL","NBA",1,2015,"1/2/2015",34,0,"IND","Pacers",94,1482.0836,1490.2112,39.497742,"MIL","Bucks",91,1497.2506,1489.123,"A","W",0.34007621,"NULL"
62334,"201501020MIL","NBA",0,2015,"1/2/2015",34,0,"MIL","Bucks",91,1497.2506,1489.123,39.383766,"IND","Pacers",94,1482.0836,1490.2112,"H","L",0.65992379,"NULL"
62335,"201501020NOP","NBA",1,2015,"1/2/2015",32,0,"HOU","Rockets",83,1622.7927,1600.7976,50.8978,"NOP","Pelicans",111,1507.3333,1529.3284,"A","L",0.52223331,"NULL"
62335,"201501020NOP","NBA",0,2015,"1/2/2015",33,0,"NOP","Pelicans",111,1507.3333,1529.3284,43.596806,"HOU","Rockets",83,1622.7927,1600.7976,"H","W",0.47776669,"NULL"
62336,"201501020NYK","NBA",1,2015,"1/2/2015",32,0,"DET","Pistons",97,1386.666,1405.0387,30.782614,"NYK","Knicks",81,1365.8591,1347.4865,"A","W",0.3879655,"NULL"
62336,"201501020NYK","NBA",0,2015,"1/2/2015",35,0,"NYK","Knicks",81,1365.8591,1347.4865,25.358717,"DET","Pistons",97,1386.666,1405.0387,"H","L",0.6120345,"NULL"
62337,"201501020OKC","NBA",1,2015,"1/2/2015",32,0,"WAS","Wizards",102,1562.5831,1557.4434,46.515781,"OKC","Thunder",109,1581.9661,1587.1058,"A","L",0.33465099,"NULL"
62337,"201501020OKC","NBA",0,2015,"1/2/2015",34,0,"OKC","Thunder",109,1581.9661,1587.1058,49.534321,"WAS","Wizards",102,1562.5831,1557.4434,"H","W",0.66534901,"NULL"
62338,"201501020ORL","NBA",0,2015,"1/2/2015",36,0,"ORL","Magic",98,1348.8652,1344.5437,25.09572,"BRK","Nets",100,1478.3074,1482.6289,"H","L",0.4577305,"NULL"
62338,"201501020ORL","NBA",1,2015,"1/2/2015",32,0,"BRK","Nets",100,1478.3074,1482.6289,38.704128,"ORL","Magic",98,1348.8652,1344.5437,"A","W",0.54226947,"NULL"
62339,"201501020PHO","NBA",1,2015,"1/2/2015",31,0,"PHI","Sixers",96,1259.3391,1257.4724,18.060579,"PHO","Suns",112,1565.6154,1567.4821,"A","L",0.087967038,"NULL"
62339,"201501020PHO","NBA",0,2015,"1/2/2015",35,0,"PHO","Suns",112,1565.6154,1567.4821,47.545952,"PHI","Sixers",96,1259.3391,1257.4724,"H","W",0.91203296,"NULL"
62340,"201501020UTA","NBA",1,2015,"1/2/2015",32,0,"ATL","Hawks",98,1587.8336,1593.5001,50.173756,"UTA","Jazz",92,1409.6327,1403.9662,"A","W",0.61067748,"NULL"
62340,"201501020UTA","NBA",0,2015,"1/2/2015",33,0,"UTA","Jazz",92,1409.6327,1403.9662,30.677172,"ATL","Hawks",98,1587.8336,1593.5001,"H","L",0.38932255,"NULL"
62341,"201501030CHI","NBA",0,2015,"1/3/2015",34,0,"CHI","Bulls",109,1610.2421,1611.8363,51.980556,"BOS","Celtics",104,1397.2351,1395.6409,"H","W",0.85836947,"NULL"
62341,"201501030CHI","NBA",1,2015,"1/3/2015",31,0,"BOS","Celtics",104,1397.2351,1395.6409,29.863726,"CHI","Bulls",109,1610.2421,1611.8363,"A","L",0.14163053,"NULL"
62342,"201501030DEN","NBA",1,2015,"1/3/2015",33,0,"MEM","Grizzlies",85,1636.6675,1607.5493,51.561913,"DEN","Nuggets",114,1443.1624,1472.2805,"A","L",0.63140726,"NULL"
62342,"201501030DEN","NBA",0,2015,"1/3/2015",34,0,"DEN","Nuggets",114,1443.1624,1472.2805,37.623886,"MEM","Grizzlies",85,1636.6675,1607.5493,"H","W",0.36859274,"NULL"
62343,"201501030HOU","NBA",0,2015,"1/3/2015",33,0,"HOU","Rockets",115,1600.7976,1608.3806,51.64328,"MIA","Heat",79,1441.1527,1433.5697,"H","W",0.81677312,"NULL"
62343,"201501030HOU","NBA",1,2015,"1/3/2015",34,0,"MIA","Heat",79,1441.1527,1433.5697,33.636375,"HOU","Rockets",115,1600.7976,1608.3806,"A","L",0.18322688,"NULL"
62344,"201501030LAC","NBA",0,2015,"1/3/2015",34,0,"LAC","Clippers",127,1638.9718,1641.0961,54.768532,"PHI","Sixers",91,1257.4724,1255.3481,"H","W",0.94112909,"NULL"
62344,"201501030LAC","NBA",1,2015,"1/3/2015",32,0,"PHI","Sixers",91,1257.4724,1255.3481,17.907972,"LAC","Clippers",127,1638.9718,1641.0961,"A","L",0.058870912,"NULL"
62345,"201501030MIN","NBA",0,2015,"1/3/2015",32,0,"MIN","Timberwolves",89,1343.3734,1330.0015,23.818857,"UTA","Jazz",101,1403.9662,1417.3381,"H","L",0.55646962,"NULL"
62345,"201501030MIN","NBA",1,2015,"1/3/2015",34,0,"UTA","Jazz",101,1403.9662,1417.3381,32.001804,"MIN","Timberwolves",89,1343.3734,1330.0015,"A","W",0.44353038,"NULL"
62346,"201501030ORL","NBA",1,2015,"1/3/2015",35,0,"CHO","Hornets",98,1397.2217,1407.9357,31.068144,"ORL","Magic",90,1344.5437,1333.8297,"A","W",0.43231618,"NULL"
62346,"201501030ORL","NBA",0,2015,"1/3/2015",37,0,"ORL","Magic",90,1344.5437,1333.8297,24.15126,"CHO","Hornets",98,1397.2217,1407.9357,"H","L",0.56768382,"NULL"
62347,"201501030POR","NBA",0,2015,"1/3/2015",34,0,"POR","Trailblazers",107,1667.7268,1652.2897,55.800072,"ATL","Hawks",115,1593.5001,1608.9373,"H","L",0.73163414,"NULL"
62347,"201501030POR","NBA",1,2015,"1/3/2015",33,0,"ATL","Hawks",115,1593.5001,1608.9373,51.697716,"POR","Trailblazers",107,1667.7268,1652.2897,"A","W",0.26836586,"NULL"
62348,"201501030SAS","NBA",1,2015,"1/3/2015",33,0,"WAS","Wizards",92,1557.4434,1553.1036,46.068153,"SAS","Spurs",101,1642.8014,1647.1411,"A","L",0.25597274,"NULL"
62348,"201501030SAS","NBA",0,2015,"1/3/2015",35,0,"SAS","Spurs",101,1642.8014,1647.1411,55.328167,"WAS","Wizards",92,1557.4434,1553.1036,"H","W",0.74402726,"NULL"
62349,"201501040CLE","NBA",0,2015,"1/4/2015",34,0,"CLE","Cavaliers",90,1479.8202,1467.012,37.075626,"DAL","Mavericks",109,1633.9861,1646.7943,"H","L",0.42267448,"NULL"
62349,"201501040CLE","NBA",1,2015,"1/4/2015",35,0,"DAL","Mavericks",109,1633.9861,1646.7943,55.296223,"CLE","Cavaliers",90,1479.8202,1467.012,"A","W",0.57732552,"NULL"
62350,"201501040DET","NBA",1,2015,"1/4/2015",34,0,"SAC","Kings",95,1417.6378,1406.5032,30.926825,"DET","Pistons",114,1405.0387,1416.1733,"A","L",0.37680775,"NULL"
62350,"201501040DET","NBA",0,2015,"1/4/2015",33,0,"DET","Pistons",114,1405.0387,1416.1733,31.885586,"SAC","Kings",95,1417.6378,1406.5032,"H","W",0.62319225,"NULL"
62351,"201501040LAL","NBA",1,2015,"1/4/2015",35,0,"IND","Pacers",87,1490.2112,1486.4982,39.108932,"LAL","Lakers",88,1412.7549,1416.4679,"A","L",0.46760243,"NULL"
62351,"201501040LAL","NBA",0,2015,"1/4/2015",34,0,"LAL","Lakers",88,1412.7549,1416.4679,31.914961,"IND","Pacers",87,1490.2112,1486.4982,"H","W",0.53239757,"NULL"
62352,"201501040MIA","NBA",1,2015,"1/4/2015",33,0,"BRK","Nets",84,1482.6289,1477.4368,38.161636,"MIA","Heat",88,1433.5697,1438.7618,"A","L",0.42721117,"NULL"
62352,"201501040MIA","NBA",0,2015,"1/4/2015",35,0,"MIA","Heat",88,1433.5697,1438.7618,34.164669,"BRK","Nets",84,1482.6289,1477.4368,"H","W",0.57278883,"NULL"
62353,"201501040NYK","NBA",0,2015,"1/4/2015",36,0,"NYK","Knicks",82,1347.4865,1337.043,24.432339,"MIL","Bucks",95,1489.123,1499.5665,"H","L",0.44036534,"NULL"
62353,"201501040NYK","NBA",1,2015,"1/4/2015",35,0,"MIL","Bucks",95,1489.123,1499.5665,40.478432,"NYK","Knicks",82,1347.4865,1337.043,"A","W",0.55963469,"NULL"
62354,"201501040PHO","NBA",1,2015,"1/4/2015",34,0,"TOR","Raptors",109,1621.8947,1610.1003,51.811325,"PHO","Suns",125,1567.4821,1579.2764,"A","L",0.43476838,"NULL"
62354,"201501040PHO","NBA",0,2015,"1/4/2015",36,0,"PHO","Suns",125,1567.4821,1579.2764,48.745445,"TOR","Raptors",109,1621.8947,1610.1003,"H","W",0.56523162,"NULL"
62355,"201501050BOS","NBA",1,2015,"1/5/2015",36,0,"CHO","Hornets",104,1407.9357,1420.9918,32.36734,"BOS","Celtics",95,1395.6409,1382.5847,"A","W",0.37639648,"NULL"
62355,"201501050BOS","NBA",0,2015,"1/5/2015",32,0,"BOS","Celtics",95,1395.6409,1382.5847,28.607101,"CHO","Hornets",104,1407.9357,1420.9918,"H","L",0.62360352,"NULL"
62356,"201501050BRK","NBA",1,2015,"1/5/2015",36,0,"DAL","Mavericks",96,1646.7943,1653.7015,55.928707,"BRK","Nets",88,1477.4368,1470.5295,"A","W",0.59850848,"NULL"
62356,"201501050BRK","NBA",0,2015,"1/5/2015",34,0,"BRK","Nets",88,1477.4368,1470.5295,37.441528,"DAL","Mavericks",96,1646.7943,1653.7015,"H","L",0.40149155,"NULL"
62357,"201501050CHI","NBA",0,2015,"1/5/2015",35,0,"CHI","Bulls",114,1611.8363,1618.2256,52.599926,"HOU","Rockets",105,1608.3806,1601.9913,"H","W",0.64463502,"NULL"
62357,"201501050CHI","NBA",1,2015,"1/5/2015",34,0,"HOU","Rockets",105,1608.3806,1601.9913,51.015633,"CHI","Bulls",114,1611.8363,1618.2256,"A","L",0.35536498,"NULL"
62358,"201501050GSW","NBA",0,2015,"1/5/2015",32,0,"GSW","Warriors",117,1695.3938,1703.2244,60.214108,"OKC","Thunder",91,1587.1058,1579.2753,"H","W",0.7683472,"NULL"
62358,"201501050GSW","NBA",1,2015,"1/5/2015",35,0,"OKC","Thunder",91,1587.1058,1579.2753,48.745335,"GSW","Warriors",117,1695.3938,1703.2244,"A","L",0.2316528,"NULL"
62359,"201501050LAC","NBA",0,2015,"1/5/2015",35,0,"LAC","Clippers",98,1641.0961,1626.2599,53.37064,"ATL","Hawks",107,1608.9373,1623.7734,"H","L",0.68152028,"NULL"
