"gameorder","game_id","lg_id","X_iscopy","year_id","date_game","seasongame","is_playoffs","team_id","fran_id","pts","elo_i","elo_n","win_equiv","opp_id","opp_fran","opp_pts","opp_elo_i","opp_elo_n","game_location","game_result","forecast","notes"
62558,"201501310SAS","NBA",1,2015,"1/31/2015",48,0,"LAC","Clippers",105,1643.8839,1667.126,57.134621,"SAS","Spurs",85,1650.5795,1627.3374,"A","W",0.3511042,""
62559,"201501310WAS","NBA",1,2015,"1/31/2015",48,0,"TOR","Raptors",120,1586.8185,1594.8175,50.304928,"WAS","Wizards",116,1555.5394,1547.5404,"A","W",0.40237248,""
62559,"201501310WAS","NBA",0,2015,"1/31/2015",48,0,"WAS","Wizards",116,1555.5394,1547.5404,45.492538,"TOR","Raptors",120,1586.8185,1594.8175,"H","L",0.59762752,""
62560,"201502010BOS","NBA",1,2015,"2/1/2015",47,0,"MIA","Heat",83,1465.98,1476.1661,38.029022,"BOS","Celtics",75,1398.3381,1388.152,"A","W",0.45356703,""
62560,"201502010BOS","NBA",0,2015,"2/1/2015",46,0,"BOS","Celtics",75,1398.3381,1388.152,29.139984,"MIA","Heat",83,1465.98,1476.1661,"H","L",0.54643297,""
62561,"201502010NYK","NBA",1,2015,"2/1/2015",48,0,"LAL","Lakers",80,1374.7493,1365.4655,26.997768,"NYK","Knicks",92,1332.6738,1341.9576,"A","L",0.4174037,""
62561,"201502010NYK","NBA",0,2015,"2/1/2015",48,0,"NYK","Knicks",92,1332.6738,1341.9576,24.865866,"LAL","Lakers",80,1374.7493,1365.4655,"H","W",0.5825963,""
62562,"201502020BRK","NBA",0,2015,"2/2/2015",47,0,"BRK","Nets",102,1422.1648,1429.7872,33.253086,"LAC","Clippers",100,1667.126,1659.5035,"H","W",0.3027021,""
62562,"201502020BRK","NBA",1,2015,"2/2/2015",49,0,"LAC","Clippers",100,1667.126,1659.5035,56.453743,"BRK","Nets",102,1422.1648,1429.7872,"A","L",0.69729793,""
62563,"201502020CLE","NBA",0,2015,"2/2/2015",50,0,"CLE","Cavaliers",97,1536.6871,1538.9731,44.602665,"PHI","Sixers",84,1289.2643,1286.9783,"H","W",0.8807894,""
62563,"201502020CLE","NBA",1,2015,"2/2/2015",49,0,"PHI","Sixers",84,1289.2643,1286.9783,20.276117,"CLE","Cavaliers",97,1536.6871,1538.9731,"A","L",0.1192106,""
62564,"201502020DAL","NBA",1,2015,"2/2/2015",48,0,"MIN","Timberwolves",94,1317.7262,1316.6316,22.679468,"DAL","Mavericks",100,1613.049,1614.1436,"A","L",0.093158901,""
62564,"201502020DAL","NBA",0,2015,"2/2/2015",50,0,"DAL","Mavericks",100,1613.049,1614.1436,52.204861,"MIN","Timberwolves",94,1317.7262,1316.6316,"H","W",0.9068411,""
62565,"201502020NOP","NBA",1,2015,"2/2/2015",49,0,"ATL","Hawks",100,1701.1826,1683.1669,58.533287,"NOP","Pelicans",115,1514.265,1532.2808,"A","L",0.62253875,""
62565,"201502020NOP","NBA",0,2015,"2/2/2015",48,0,"NOP","Pelicans",115,1514.265,1532.2808,43.905106,"ATL","Hawks",100,1701.1826,1683.1669,"H","W",0.37746125,""
62566,"201502020OKC","NBA",0,2015,"2/2/2015",48,0,"OKC","Thunder",104,1564.0858,1565.5664,47.349979,"ORL","Magic",97,1306.4485,1304.9679,"H","W",0.88682634,""
62566,"201502020OKC","NBA",1,2015,"2/2/2015",51,0,"ORL","Magic",97,1306.4485,1304.9679,21.713455,"OKC","Thunder",104,1564.0858,1565.5664,"A","L",0.11317366,""
62567,"201502020PHO","NBA",1,2015,"2/2/2015",48,0,"MEM","Grizzlies",102,1647.6029,1651.9979,55.773449,"PHO","Suns",101,1570.9412,1566.5461,"A","W",0.46646398,""
62567,"201502020PHO","NBA",0,2015,"2/2/2015",50,0,"PHO","Suns",101,1570.9412,1566.5461,47.450245,"MEM","Grizzlies",102,1647.6029,1651.9979,"H","L",0.53353602,""
62568,"201502020TOR","NBA",0,2015,"2/2/2015",49,0,"TOR","Raptors",75,1594.8175,1580.7095,48.890305,"MIL","Bucks",82,1526.1268,1540.2349,"H","L",0.72533107,""
62568,"201502020TOR","NBA",1,2015,"2/2/2015",48,0,"MIL","Bucks",82,1526.1268,1540.2349,44.733955,"TOR","Raptors",75,1594.8175,1580.7095,"A","W",0.27466893,""
62569,"201502020WAS","NBA",0,2015,"2/2/2015",49,0,"WAS","Wizards",88,1547.5404,1536.9955,44.396732,"CHO","Hornets",92,1481.141,1491.6859,"H","L",0.72269553,""
62569,"201502020WAS","NBA",1,2015,"2/2/2015",48,0,"CHO","Hornets",92,1481.141,1491.6859,39.652248,"WAS","Wizards",88,1547.5404,1536.9955,"A","W",0.27730447,""
62570,"201502030DET","NBA",0,2015,"2/3/2015",49,0,"DET","Pistons",108,1439.6318,1451.0531,35.42432,"MIA","Heat",91,1476.1661,1464.7449,"H","W",0.59033197,""
62570,"201502030DET","NBA",1,2015,"2/3/2015",48,0,"MIA","Heat",91,1476.1661,1464.7449,36.84013,"DET","Pistons",108,1439.6318,1451.0531,"A","L",0.40966803,""
62571,"201502030NYK","NBA",1,2015,"2/3/2015",47,0,"BOS","Celtics",108,1388.152,1401.4265,30.42807,"NYK","Knicks",97,1341.9576,1328.6831,"A","W",0.42318058,""
62571,"201502030NYK","NBA",0,2015,"2/3/2015",49,0,"NYK","Knicks",97,1341.9576,1328.6831,23.705013,"BOS","Celtics",108,1388.152,1401.4265,"H","L",0.57681942,""
62572,"201502030PHI","NBA",1,2015,"2/3/2015",49,0,"DEN","Nuggets",98,1441.7427,1431.569,33.433464,"PHI","Sixers",105,1286.9783,1297.152,"A","L",0.57816601,""
62572,"201502030PHI","NBA",0,2015,"2/3/2015",50,0,"PHI","Sixers",105,1286.9783,1297.152,21.081049,"DEN","Nuggets",98,1441.7427,1431.569,"H","W",0.42183396,""
62573,"201502030POR","NBA",0,2015,"2/3/2015",49,0,"POR","Trailblazers",103,1608.5083,1609.7616,51.778255,"UTA","Jazz",102,1452.912,1451.6587,"H","W",0.81325954,""
62573,"201502030POR","NBA",1,2015,"2/3/2015",48,0,"UTA","Jazz",102,1452.912,1451.6587,35.486683,"POR","Trailblazers",103,1608.5083,1609.7616,"A","L",0.18674046,""
62574,"201502030SAC","NBA",0,2015,"2/3/2015",47,0,"SAC","Kings",96,1396.7643,1389.4404,29.263947,"GSW","Warriors",121,1712.621,1719.9448,"H","L",0.22398879,""
62574,"201502030SAC","NBA",1,2015,"2/3/2015",46,0,"GSW","Warriors",121,1712.621,1719.9448,61.555115,"SAC","Kings",96,1396.7643,1389.4404,"A","W",0.77601123,""
62575,"201502040ATL","NBA",0,2015,"2/4/2015",50,0,"ATL","Hawks",105,1683.1669,1686.3405,58.804356,"WAS","Wizards",96,1536.9955,1533.8219,"H","W",0.80487967,""
62575,"201502040ATL","NBA",1,2015,"2/4/2015",50,0,"WAS","Wizards",96,1536.9955,1533.8219,44.065907,"ATL","Hawks",105,1683.1669,1686.3405,"A","L",0.19512033,""
62576,"201502040BOS","NBA",0,2015,"2/4/2015",48,0,"BOS","Celtics",104,1401.4265,1406.2278,30.899685,"DEN","Nuggets",100,1431.569,1426.7677,"H","W",0.59919989,""
62576,"201502040BOS","NBA",1,2015,"2/4/2015",50,0,"DEN","Nuggets",100,1431.569,1426.7677,32.948109,"BOS","Celtics",104,1401.4265,1406.2278,"A","L",0.40080011,""
62577,"201502040GSW","NBA",1,2015,"2/4/2015",51,0,"DAL","Mavericks",114,1614.1436,1608.9706,51.700974,"GSW","Warriors",128,1719.9448,1725.1178,"A","L",0.23421043,""
62577,"201502040GSW","NBA",0,2015,"2/4/2015",47,0,"GSW","Warriors",128,1719.9448,1725.1178,61.958649,"DAL","Mavericks",114,1614.1436,1608.9706,"H","W",0.76578957,""
62578,"201502040HOU","NBA",0,2015,"2/4/2015",49,0,"HOU","Rockets",101,1607.6675,1613.0773,52.101288,"CHI","Bulls",90,1542.0397,1536.6299,"H","W",0.7218045,""
62578,"201502040HOU","NBA",1,2015,"2/4/2015",50,0,"CHI","Bulls",90,1542.0397,1536.6299,44.358643,"HOU","Rockets",101,1607.6675,1613.0773,"A","L",0.2781955,""
62579,"201502040IND","NBA",1,2015,"2/4/2015",50,0,"DET","Pistons",109,1451.0531,1446.0225,34.907322,"IND","Pacers",114,1435.035,1440.0657,"A","L",0.3814404,""
62579,"201502040IND","NBA",0,2015,"2/4/2015",50,0,"IND","Pacers",114,1435.035,1440.0657,34.297707,"DET","Pistons",109,1451.0531,1446.0225,"H","W",0.6185596,""
62580,"201502040MIL","NBA",1,2015,"2/4/2015",49,0,"LAL","Lakers",105,1365.4655,1362.9265,26.763031,"MIL","Bucks",113,1540.2349,1542.7738,"A","L",0.17055488,""
62580,"201502040MIL","NBA",0,2015,"2/4/2015",49,0,"MIL","Bucks",113,1540.2349,1542.7738,44.99791,"LAL","Lakers",105,1365.4655,1362.9265,"H","W",0.82944512,""
62581,"201502040MIN","NBA",0,2015,"2/4/2015",49,0,"MIN","Timberwolves",102,1316.6316,1321.4137,23.083118,"MIA","Heat",101,1464.7449,1459.9628,"H","W",0.43119866,""
62581,"201502040MIN","NBA",1,2015,"2/4/2015",49,0,"MIA","Heat",101,1464.7449,1459.9628,36.344311,"MIN","Timberwolves",102,1316.6316,1321.4137,"A","L",0.56880134,""
62582,"201502040NOP","NBA",1,2015,"2/4/2015",49,0,"OKC","Thunder",102,1565.5664,1579.4052,48.758472,"NOP","Pelicans",91,1532.2808,1518.442,"A","W",0.40515316,""
62582,"201502040NOP","NBA",0,2015,"2/4/2015",49,0,"NOP","Pelicans",91,1532.2808,1518.442,42.457745,"OKC","Thunder",102,1565.5664,1579.4052,"H","L",0.59484684,""
62583,"201502040SAS","NBA",1,2015,"2/4/2015",52,0,"ORL","Magic",103,1304.9679,1303.9515,21.630535,"SAS","Spurs",110,1627.3374,1628.3538,"A","L",0.080812812,""
62583,"201502040SAS","NBA",0,2015,"2/4/2015",49,0,"SAS","Spurs",110,1627.3374,1628.3538,53.569958,"ORL","Magic",103,1304.9679,1303.9515,"H","W",0.91918719,""
62584,"201502040TOR","NBA",0,2015,"2/4/2015",50,0,"TOR","Raptors",93,1580.7095,1552.2449,45.979427,"BRK","Nets",109,1429.7872,1458.2518,"H","L",0.80913889,""
62584,"201502040TOR","NBA",1,2015,"2/4/2015",48,0,"BRK","Nets",109,1429.7872,1458.2518,36.167248,"TOR","Raptors",93,1580.7095,1552.2449,"A","W",0.19086111,""
62585,"201502040UTA","NBA",0,2015,"2/4/2015",49,0,"UTA","Jazz",90,1451.6587,1444.752,34.777058,"MEM","Grizzlies",100,1651.9979,1658.9047,"H","L",0.35948524,""
62585,"201502040UTA","NBA",1,2015,"2/4/2015",49,0,"MEM","Grizzlies",100,1651.9979,1658.9047,56.399818,"UTA","Jazz",90,1451.6587,1444.752,"A","W",0.64051473,""
62586,"201502050CHO","NBA",0,2015,"2/5/2015",49,0,"CHO","Hornets",94,1491.6859,1498.3995,40.356045,"WAS","Wizards",87,1533.8219,1527.1083,"H","W",0.58251154,""
62586,"201502050CHO","NBA",1,2015,"2/5/2015",51,0,"WAS","Wizards",87,1533.8219,1527.1083,43.364784,"CHO","Hornets",94,1491.6859,1498.3995,"A","L",0.41748846,""
62587,"201502050CLE","NBA",1,2015,"2/5/2015",50,0,"LAC","Clippers",94,1659.5035,1647.6476,55.374786,"CLE","Cavaliers",105,1538.9731,1550.8291,"A","L",0.52951127,""
62587,"201502050CLE","NBA",0,2015,"2/5/2015",51,0,"CLE","Cavaliers",105,1538.9731,1550.8291,45.833046,"LAC","Clippers",94,1659.5035,1647.6476,"H","W",0.47048873,""
62588,"201502050POR","NBA",1,2015,"2/5/2015",51,0,"PHO","Suns",87,1566.5461,1557.2761,46.498558,"POR","Trailblazers",108,1609.7616,1619.0316,"A","L",0.30482739,""
62588,"201502050POR","NBA",0,2015,"2/5/2015",50,0,"POR","Trailblazers",108,1609.7616,1619.0316,52.677662,"PHO","Suns",87,1566.5461,1557.2761,"H","W",0.69517261,""
62589,"201502050SAC","NBA",0,2015,"2/5/2015",48,0,"SAC","Kings",78,1389.4404,1378.4089,28.210396,"DAL","Mavericks",101,1608.9706,1620.0021,"H","L",0.33446234,""
62589,"201502050SAC","NBA",1,2015,"2/5/2015",52,0,"DAL","Mavericks",101,1608.9706,1620.0021,52.771133,"SAC","Kings",78,1389.4404,1378.4089,"A","W",0.66553766,""
62590,"201502060ATL","NBA",1,2015,"2/6/2015",48,0,"GSW","Warriors",116,1725.1178,1717.972,61.399799,"ATL","Hawks",124,1686.3405,1693.4862,"A","L",0.41279423,""
62590,"201502060ATL","NBA",0,2015,"2/6/2015",51,0,"ATL","Hawks",124,1686.3405,1693.4862,59.407711,"GSW","Warriors",116,1725.1178,1717.972,"H","W",0.58720577,""
62591,"201502060BOS","NBA",1,2015,"2/6/2015",51,0,"PHI","Sixers",96,1297.152,1292.7966,20.733917,"BOS","Celtics",107,1406.2278,1410.5831,"A","L",0.23084658,""
62591,"201502060BOS","NBA",0,2015,"2/6/2015",49,0,"BOS","Celtics",107,1406.2278,1410.5831,31.329979,"PHI","Sixers",96,1297.152,1292.7966,"H","W",0.76915342,""
62592,"201502060BRK","NBA",0,2015,"2/6/2015",49,0,"BRK","Nets",92,1458.2518,1460.502,36.40015,"NYK","Knicks",88,1328.6831,1326.433,"H","W",0.78943181,""
62592,"201502060BRK","NBA",1,2015,"2/6/2015",50,0,"NYK","Knicks",88,1328.6831,1326.433,23.511456,"BRK","Nets",92,1458.2518,1460.502,"A","L",0.21056819,""
62593,"201502060DET","NBA",1,2015,"2/6/2015",51,0,"DEN","Nuggets",88,1426.7677,1420.4238,32.310417,"DET","Pistons",98,1446.0225,1452.3663,"A","L",0.33481532,""
62593,"201502060DET","NBA",0,2015,"2/6/2015",51,0,"DET","Pistons",98,1446.0225,1452.3663,35.559586,"DEN","Nuggets",88,1426.7677,1420.4238,"H","W",0.66518468,""
62594,"201502060HOU","NBA",0,2015,"2/6/2015",50,0,"HOU","Rockets",117,1613.0773,1616.7906,52.461311,"MIL","Bucks",111,1542.7738,1539.0604,"H","W",0.72717679,""
62594,"201502060HOU","NBA",1,2015,"2/6/2015",50,0,"MIL","Bucks",111,1542.7738,1539.0604,44.611752,"HOU","Rockets",117,1613.0773,1616.7906,"A","L",0.27282321,""
62595,"201502060IND","NBA",0,2015,"2/6/2015",51,0,"IND","Pacers",103,1440.0657,1446.6426,34.970947,"CLE","Cavaliers",99,1550.8291,1544.2522,"H","W",0.48451513,""
62595,"201502060IND","NBA",1,2015,"2/6/2015",52,0,"CLE","Cavaliers",99,1550.8291,1544.2522,45.151455,"IND","Pacers",103,1440.0657,1446.6426,"A","L",0.51548487,""
62596,"201502060MIN","NBA",1,2015,"2/6/2015",50,0,"MEM","Grizzlies",89,1658.9047,1650.9515,55.677849,"MIN","Timberwolves",90,1321.4137,1329.3668,"A","L",0.79691249,""
62596,"201502060MIN","NBA",0,2015,"2/6/2015",50,0,"MIN","Timberwolves",90,1321.4137,1329.3668,23.764013,"MEM","Grizzlies",89,1658.9047,1650.9515,"H","W",0.20308751,""
62597,"201502060OKC","NBA",0,2015,"2/6/2015",50,0,"OKC","Thunder",113,1579.4052,1570.2112,47.824615,"NOP","Pelicans",116,1518.442,1527.636,"H","L",0.7163806,""
62597,"201502060OKC","NBA",1,2015,"2/6/2015",50,0,"NOP","Pelicans",116,1518.442,1527.636,43.419949,"OKC","Thunder",113,1579.4052,1570.2112,"A","W",0.2836194,""
62598,"201502060ORL","NBA",1,2015,"2/6/2015",50,0,"LAL","Lakers",97,1362.9265,1356.3195,26.15716,"ORL","Magic",103,1303.9515,1310.5586,"A","L",0.4412331,""
62598,"201502060ORL","NBA",0,2015,"2/6/2015",53,0,"ORL","Magic",103,1303.9515,1310.5586,22.173189,"LAL","Lakers",97,1362.9265,1356.3195,"H","W",0.5587669,""
62599,"201502060PHO","NBA",1,2015,"2/6/2015",50,0,"UTA","Jazz",93,1444.752,1441.4827,34.442455,"PHO","Suns",100,1557.2761,1560.5454,"A","L",0.22734088,""
62599,"201502060PHO","NBA",0,2015,"2/6/2015",52,0,"PHO","Suns",100,1557.2761,1560.5454,46.834938,"UTA","Jazz",93,1444.752,1441.4827,"H","W",0.77265912,""
62600,"201502060SAS","NBA",1,2015,"2/6/2015",50,0,"MIA","Heat",85,1459.9628,1456.4159,35.977448,"SAS","Spurs",98,1628.3538,1631.9006,"A","L",0.17581213,""
62600,"201502060SAS","NBA",0,2015,"2/6/2015",50,0,"SAS","Spurs",98,1628.3538,1631.9006,53.906094,"MIA","Heat",85,1459.9628,1456.4159,"H","W",0.82418787,""
62601,"201502060TOR","NBA",1,2015,"2/6/2015",51,0,"LAC","Clippers",107,1647.6476,1633.8258,54.087742,"TOR","Raptors",123,1552.2449,1566.0667,"A","L",0.49338436,""
62601,"201502060TOR","NBA",0,2015,"2/6/2015",51,0,"TOR","Raptors",123,1552.2449,1566.0667,47.401184,"LAC","Clippers",107,1647.6476,1633.8258,"H","W",0.50661564,""
62602,"201502070DAL","NBA",0,2015,"2/7/2015",53,0,"DAL","Mavericks",111,1620.0021,1626.8895,53.430641,"POR","Trailblazers",101,1619.0316,1612.1442,"H","W",0.64135098,""
62602,"201502070DAL","NBA",1,2015,"2/7/2015",51,0,"POR","Trailblazers",101,1619.0316,1612.1442,52.010529,"DAL","Mavericks",111,1620.0021,1626.8895,"A","L",0.35864902,""
62603,"201502070MIL","NBA",0,2015,"2/7/2015",51,0,"MIL","Bucks",96,1539.0604,1541.0609,44.81987,"BOS","Celtics",93,1410.5831,1408.5826,"H","W",0.78838551,""
62603,"201502070MIL","NBA",1,2015,"2/7/2015",50,0,"BOS","Celtics",93,1410.5831,1408.5826,31.132051,"MIL","Bucks",96,1539.0604,1541.0609,"A","L",0.21161449,""
62604,"201502070NOP","NBA",1,2015,"2/7/2015",51,0,"CHI","Bulls",107,1536.6299,1569.7904,47.781693,"NOP","Pelicans",72,1527.636,1494.4755,"A","W",0.37194699,""
62604,"201502070NOP","NBA",0,2015,"2/7/2015",51,0,"NOP","Pelicans",72,1527.636,1494.4755,39.944607,"CHI","Bulls",107,1536.6299,1569.7904,"H","L",0.62805301,""
62605,"201502070NYK","NBA",0,2015,"2/7/2015",51,0,"NYK","Knicks",92,1326.433,1323.1514,23.230871,"GSW","Warriors",106,1717.972,1721.2537,"H","L",0.15732948,""
62605,"201502070NYK","NBA",1,2015,"2/7/2015",49,0,"GSW","Warriors",106,1717.972,1721.2537,61.657726,"NYK","Knicks",92,1326.433,1323.1514,"A","W",0.8426705,""
62606,"201502070PHI","NBA",1,2015,"2/7/2015",50,0,"CHO","Hornets",81,1498.3995,1485.5576,39.010494,"PHI","Sixers",89,1292.7966,1305.6385,"A","L",0.64746141,""
62606,"201502070PHI","NBA",0,2015,"2/7/2015",52,0,"PHI","Sixers",89,1292.7966,1305.6385,21.76828,"CHO","Hornets",81,1498.3995,1485.5576,"H","W",0.35253856,""
62607,"201502070UTA","NBA",1,2015,"2/7/2015",49,0,"SAC","Kings",90,1378.4089,1372.6208,27.66489,"UTA","Jazz",102,1441.4827,1447.2708,"A","L",0.28115737,""
62607,"201502070UTA","NBA",0,2015,"2/7/2015",51,0,"UTA","Jazz",102,1441.4827,1447.2708,35.035431,"SAC","Kings",90,1378.4089,1372.6208,"H","W",0.71884263,""
62608,"201502070WAS","NBA",0,2015,"2/7/2015",52,0,"WAS","Wizards",114,1527.1083,1539.5781,44.665627,"BRK","Nets",77,1460.502,1448.0321,"H","W",0.72293419,""
62608,"201502070WAS","NBA",1,2015,"2/7/2015",50,0,"BRK","Nets",77,1460.502,1448.0321,35.113625,"WAS","Wizards",114,1527.1083,1539.5781,"A","L",0.27706581,""
62609,"201502080CHO","NBA",0,2015,"2/8/2015",51,0,"CHO","Hornets",102,1485.5576,1479.2833,38.354465,"IND","Pacers",103,1446.6426,1452.9169,"H","L",0.68990159,""
62609,"201502080CHO","NBA",1,2015,"2/8/2015",52,0,"IND","Pacers",103,1446.6426,1452.9169,35.616329,"CHO","Hornets",102,1485.5576,1479.2833,"A","W",0.31009841,""
62610,"201502080CLE","NBA",0,2015,"2/8/2015",53,0,"CLE","Cavaliers",120,1544.2522,1547.7561,45.514893,"LAL","Lakers",105,1356.3195,1352.8156,"H","W",0.83989865,""
62610,"201502080CLE","NBA",1,2015,"2/8/2015",51,0,"LAL","Lakers",105,1356.3195,1352.8156,25.838827,"CLE","Cavaliers",120,1544.2522,1547.7561,"A","L",0.16010135,""
62611,"201502080DET","NBA",1,2015,"2/8/2015",51,0,"MIN","Timberwolves",112,1329.3668,1350.3569,25.616714,"DET","Pistons",101,1452.3663,1431.3762,"A","W",0.21692306,""
62611,"201502080DET","NBA",0,2015,"2/8/2015",52,0,"DET","Pistons",101,1452.3663,1431.3762,33.413937,"MIN","Timberwolves",112,1329.3668,1350.3569,"H","L",0.78307694,""
62612,"201502080HOU","NBA",1,2015,"2/8/2015",52,0,"POR","Trailblazers",109,1612.1442,1627.6755,53.505466,"HOU","Rockets",98,1616.7906,1601.2593,"A","W",0.35379624,""
62612,"201502080HOU","NBA",0,2015,"2/8/2015",51,0,"HOU","Rockets",98,1616.7906,1601.2593,50.94339,"POR","Trailblazers",109,1612.1442,1627.6755,"H","L",0.64620376,""
62613,"201502080MEM","NBA",1,2015,"2/8/2015",52,0,"ATL","Hawks",88,1693.4862,1687.3051,58.886372,"MEM","Grizzlies",94,1650.9515,1657.1327,"A","L",0.41804671,""
62613,"201502080MEM","NBA",0,2015,"2/8/2015",51,0,"MEM","Grizzlies",94,1650.9515,1657.1327,56.239899,"ATL","Hawks",88,1693.4862,1687.3051,"H","W",0.58195329,""
62614,"201502080OKC","NBA",1,2015,"2/8/2015",52,0,"LAC","Clippers",108,1633.8258,1618.1006,52.587864,"OKC","Thunder",131,1570.2112,1585.9364,"A","L",0.44782782,""
62614,"201502080OKC","NBA",0,2015,"2/8/2015",51,0,"OKC","Thunder",131,1570.2112,1585.9364,49.416893,"LAC","Clippers",108,1633.8258,1618.1006,"H","W",0.55217218,""
62615,"201502080ORL","NBA",1,2015,"2/8/2015",52,0,"CHI","Bulls",98,1569.7904,1571.8386,47.990479,"ORL","Magic",97,1310.5586,1308.5104,"A","W",0.7143513,""
62615,"201502080ORL","NBA",0,2015,"2/8/2015",54,0,"ORL","Magic",97,1310.5586,1308.5104,22.004051,"CHI","Bulls",98,1569.7904,1571.8386,"H","L",0.28564873,""
62616,"201502080SAC","NBA",1,2015,"2/8/2015",53,0,"PHO","Suns",83,1560.5454,1554.0601,46.166916,"SAC","Kings",85,1372.6208,1379.1062,"A","L",0.62389988,""
62616,"201502080SAC","NBA",0,2015,"2/8/2015",50,0,"SAC","Kings",85,1372.6208,1379.1062,28.276455,"PHO","Suns",83,1560.5454,1554.0601,"H","W",0.37610012,""
62617,"201502080TOR","NBA",1,2015,"2/8/2015",51,0,"SAS","Spurs",82,1631.9006,1625.7219,53.319324,"TOR","Raptors",87,1566.0667,1572.2454,"A","L",0.45098901,""
62617,"201502080TOR","NBA",0,2015,"2/8/2015",52,0,"TOR","Raptors",87,1566.0667,1572.2454,48.031898,"SAS","Spurs",82,1631.9006,1625.7219,"H","W",0.54901099,""
62618,"201502090DAL","NBA",0,2015,"2/9/2015",54,0,"DAL","Mavericks",98,1626.8895,1605.9801,51.408073,"LAC","Clippers",115,1618.1006,1639.01,"H","L",0.6516363,""
62618,"201502090DAL","NBA",1,2015,"2/9/2015",53,0,"LAC","Clippers",115,1618.1006,1639.01,54.574043,"DAL","Mavericks",98,1626.8895,1605.9801,"A","W",0.3483637,""
62619,"201502090DEN","NBA",0,2015,"2/9/2015",52,0,"DEN","Nuggets",114,1420.4238,1412.4008,31.510231,"OKC","Thunder",124,1585.9364,1593.9595,"H","L",0.40682155,""
62619,"201502090DEN","NBA",1,2015,"2/9/2015",52,0,"OKC","Thunder",124,1585.9364,1593.9595,50.219517,"DEN","Nuggets",114,1420.4238,1412.4008,"A","W",0.59317845,""
62620,"201502090IND","NBA",0,2015,"2/9/2015",53,0,"IND","Pacers",93,1452.9169,1449.2939,35.243317,"SAS","Spurs",95,1625.7219,1629.3448,"H","L",0.39673224,""
62620,"201502090IND","NBA",1,2015,"2/9/2015",52,0,"SAS","Spurs",95,1625.7219,1629.3448,53.664074,"IND","Pacers",93,1452.9169,1449.2939,"A","W",0.60326779,""
62621,"201502090MIA","NBA",0,2015,"2/9/2015",51,0,"MIA","Heat",109,1456.4159,1460.9044,36.441841,"NYK","Knicks",95,1323.1514,1318.6628,"H","W",0.79294652,""
62621,"201502090MIA","NBA",1,2015,"2/9/2015",52,0,"NYK","Knicks",95,1323.1514,1318.6628,22.850389,"MIA","Heat",109,1456.4159,1460.9044,"A","L",0.20705348,""
62622,"201502090MIL","NBA",0,2015,"2/9/2015",52,0,"MIL","Bucks",103,1541.0609,1544.3787,45.164585,"BRK","Nets",97,1448.0321,1444.7144,"H","W",0.75234592,""
62622,"201502090MIL","NBA",1,2015,"2/9/2015",51,0,"BRK","Nets",97,1448.0321,1444.7144,34.773205,"MIL","Bucks",103,1541.0609,1544.3787,"A","L",0.24765408,""
62623,"201502090MIN","NBA",0,2015,"2/9/2015",52,0,"MIN","Timberwolves",105,1350.3569,1346.3739,25.259108,"ATL","Hawks",117,1687.3051,1691.2881,"H","L",0.20359372,""
62623,"201502090MIN","NBA",1,2015,"2/9/2015",53,0,"ATL","Hawks",117,1687.3051,1691.2881,59.223148,"MIN","Timberwolves",105,1350.3569,1346.3739,"A","W",0.79640627,""
62624,"201502090NOP","NBA",1,2015,"2/9/2015",52,0,"UTA","Jazz",100,1447.2708,1457.307,36.069542,"NOP","Pelicans",96,1494.4755,1484.4392,"A","W",0.29998308,""
62624,"201502090NOP","NBA",0,2015,"2/9/2015",52,0,"NOP","Pelicans",96,1494.4755,1484.4392,38.893471,"UTA","Jazz",100,1447.2708,1457.307,"H","L",0.70001692,""
62625,"201502090PHI","NBA",1,2015,"2/9/2015",50,0,"GSW","Warriors",89,1721.2537,1722.8248,61.780445,"PHI","Sixers",84,1305.6385,1304.0674,"A","W",0.86018491,""
62625,"201502090PHI","NBA",0,2015,"2/9/2015",53,0,"PHI","Sixers",84,1305.6385,1304.0674,21.639977,"GSW","Warriors",89,1721.2537,1722.8248,"H","L",0.13981509,""
62626,"201502090WAS","NBA",0,2015,"2/9/2015",53,0,"WAS","Wizards",96,1539.5781,1542.4559,44.964882,"ORL","Magic",80,1308.5104,1305.6326,"H","W",0.8705442,""
62626,"201502090WAS","NBA",1,2015,"2/9/2015",55,0,"ORL","Magic",80,1308.5104,1305.6326,21.767792,"WAS","Wizards",96,1539.5781,1542.4559,"A","L",0.1294558,""
62627,"201502100CHI","NBA",1,2015,"2/10/2015",51,0,"SAC","Kings",86,1379.1062,1375.2456,27.911625,"CHI","Bulls",104,1571.8386,1575.6992,"A","L",0.15642089,""
62627,"201502100CHI","NBA",0,2015,"2/10/2015",53,0,"CHI","Bulls",104,1571.8386,1575.6992,48.382992,"SAC","Kings",86,1379.1062,1375.2456,"H","W",0.84357911,""
62628,"201502100CHO","NBA",1,2015,"2/10/2015",53,0,"DET","Pistons",106,1431.3762,1464.4424,36.808727,"CHO","Hornets",78,1479.2833,1446.2172,"A","W",0.29913467,""
62628,"201502100CHO","NBA",0,2015,"2/10/2015",52,0,"CHO","Hornets",78,1479.2833,1446.2172,34.927296,"DET","Pistons",106,1431.3762,1464.4424,"H","L",0.70086533,""
62629,"201502100LAL","NBA",1,2015,"2/10/2015",53,0,"DEN","Nuggets",106,1412.4008,1424.3669,32.706287,"LAL","Lakers",96,1352.8156,1340.8494,"A","W",0.44209933,""
